Record ID,Institute,WorkArea,CESSATION YEAR,Reason for ceasing employment,Contributing Factors. Career Move - Public Sector ,Contributing Factors. Career Move - Private Sector ,Contributing Factors. Career Move - Self-employment,Contributing Factors. Ill Health,Contributing Factors. Maternity/Family,Contributing Factors. Dissatisfaction,Contributing Factors. Job Dissatisfaction,Contributing Factors. Interpersonal Conflict,Contributing Factors. Study,Contributing Factors. Travel,Contributing Factors. Other,Contributing Factors. NONE,Main Factor.     Which of these was the main factor for leaving?,InstituteViews. Topic:1. I feel the senior leadership had a clear vision and direction,InstituteViews. Topic:2. I was given access to skills training to help me do my job better,InstituteViews. Topic:3. I was given adequate opportunities for personal development,InstituteViews. Topic:4. I was given adequate opportunities for promotion within %Institute]Q25LBL%,InstituteViews. Topic:5. I felt the salary for the job was right for the responsibilities I had,InstituteViews. Topic:6. The organisation recognised when staff did good work,InstituteViews. Topic:7. Management was generally supportive of me,InstituteViews. Topic:8. Management was generally supportive of my team,InstituteViews. Topic:9. I was kept informed of the changes in the organisation which would affect me,InstituteViews. Topic:10. Staff morale was positive within the Institute,InstituteViews. Topic:11. If I had a workplace issue it was dealt with quickly,InstituteViews. Topic:12. If I had a workplace issue it was dealt with efficiently,InstituteViews. Topic:13. If I had a workplace issue it was dealt with discreetly,WorkUnitViews. Topic:14. I was satisfied with the quality of the management and supervision within my work unit,WorkUnitViews. Topic:15. I worked well with my colleagues,WorkUnitViews. Topic:16. My job was challenging and interesting,WorkUnitViews. Topic:17. I was encouraged to use my initiative in the course of my work,WorkUnitViews. Topic:18. I had sufficient contact with other people in my job,WorkUnitViews. Topic:19. I was given adequate support and co-operation by my peers to enable me to do my job,WorkUnitViews. Topic:20. I was able to use the full range of my skills in my job,WorkUnitViews. Topic:21. I was able to use the full range of my abilities in my job. ; Category:Level of Agreement; Question:YOUR VIEWS ABOUT YOUR WORK UNIT],WorkUnitViews. Topic:22. I was able to use the full range of my knowledge in my job,WorkUnitViews. Topic:23. My job provided sufficient variety,WorkUnitViews. Topic:24. I was able to cope with the level of stress and pressure in my job,WorkUnitViews. Topic:25. My job allowed me to balance the demands of work and family to my satisfaction,WorkUnitViews. Topic:26. My supervisor gave me adequate personal recognition and feedback on my performance,"WorkUnitViews. Topic:27. My working environment was satisfactory e.g. sufficient space, good lighting, suitable seating and working area",WorkUnitViews. Topic:28. I was given the opportunity to mentor and coach others in order for me to pass on my skills and knowledge prior to my cessation date,WorkUnitViews. Topic:29. There was adequate communication between staff in my unit,WorkUnitViews. Topic:30. Staff morale was positive within my work unit,Induction. Did you undertake Workplace Induction?,InductionInfo. Topic:Did you undertake a Corporate Induction?,InductionInfo. Topic:Did you undertake a Institute Induction?,InductionInfo. Topic: Did you undertake Team Induction?,InductionInfo. Face to Face Topic:Did you undertake a Corporate Induction; Category:How it was conducted?,InductionInfo. On-line Topic:Did you undertake a Corporate Induction; Category:How it was conducted?,InductionInfo. Induction Manual Topic:Did you undertake a Corporate Induction?,InductionInfo. Face to Face Topic:Did you undertake a Institute Induction?,InductionInfo. On-line Topic:Did you undertake a Institute Induction?,InductionInfo. Induction Manual Topic:Did you undertake a Institute Induction?,InductionInfo. Face to Face Topic: Did you undertake Team Induction; Category?,InductionInfo. On-line Topic: Did you undertake Team Induction?process you undertook and how it was conducted.],InductionInfo. Induction Manual Topic: Did you undertake Team Induction?,Workplace. Topic:Did you and your Manager develop a Performance and Professional Development Plan (PPDP)?,Workplace. Topic:Does your workplace promote a work culture free from all forms of unlawful discrimination?,Workplace. Topic:Does your workplace promote and practice the principles of employment equity?,Workplace. Topic:Does your workplace value the diversity of its employees?,Workplace. Topic:Would you recommend the Institute as an employer to others?,Gender.     What is your Gender?,CurrentAge.     Current Age,Employment Type.     Employment Type,Classification.     Classification,LengthofServiceOverall. Overall Length of Service at Institute (in years),LengthofServiceCurrent. Length of Service at current workplace (in years)
6.34886E+17,SkillsTech Australia,Delivery (teaching),2012,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,-,-,-,Dissatisfaction with %[Institute]Q25LBL%,Disagree,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Disagree,Neutral,Not Applicable,Strongly Disagree,Strongly Disagree,Yes,Yes,Yes,,-,On-line,-,-,On-line,-,-,-,-,Yes,No,No,No,No,Male,31 – 35,Temporary Full-time,Teacher (including LVT),4-Mar,4-Mar
6.34889E+17,SkillsTech Australia,Non-Delivery (corporate),2012,Resignation,Career Move - Public Sector,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Career Move - Public Sector,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Yes,No,Yes,No,-,-,-,Face to Face,On-line,-,-,-,-,Yes,Yes,Yes,Yes,No,Female,56 or older,Temporary Full-time,Administration (AO),4-Mar,4-Mar
6.3489E+17,SkillsTech Australia,Delivery (teaching),2013,Transfer,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Yes,No,Yes,Yes,-,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Male,46 – 50,Permanent Full-time,Teacher (including LVT),20-Nov,10-Jul
6.3489E+17,Tropical North Institute of TAFE,Delivery (teaching),2013,Resignation,-,-,Career Move - Self-employment,-,-,-,-,-,-,-,-,-,,Disagree,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,No,,,,,,,,,,,,,No,No,Yes,No,No,Male,36 – 40,Permanent Full-time,Teacher (including LVT),10-Jul,10-Jul
6.3489E+17,Southern Queensland Institute of TAFE,Delivery (teaching),2012,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Yes,Yes,Yes,,Face to Face,On-line,-,Face to Face,On-line,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Male,46 – 50,Permanent Full-time,Teacher (including LVT),10-Jul,10-Jul
6.34891E+17,Southern Queensland Institute of TAFE,Delivery (teaching),2012,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Yes,Yes,Yes,Yes,-,On-line,Induction Manual,-,On-line,Induction Manual,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Male,41 – 45,Temporary Full-time,Teacher (including LVT),2-Jan,2-Jan
6.34891E+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012,Contract Expired,,,,,,,,,,,,,,Neutral,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Neutral,Yes,No,Yes,No,-,-,-,Face to Face,-,-,-,-,-,No,Yes,Yes,Yes,Yes,Female,36 – 40,Contract/casual,Administration (AO),Less than 1 year,Less than 1 year
6.34892E+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012,Resignation,-,Career Move - Private Sector,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,-,-,-,Job Dissatisfaction,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Yes,No,Yes,No,-,-,-,-,On-line,-,-,-,-,No,Yes,No,Yes,No,Female,21 – 25,Temporary Full-time,Administration (AO),4-Mar,2-Jan
6.34892E+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2012,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,,Agree,No,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Female,31 – 35,Temporary Part-time,Administration (AO),2-Jan,2-Jan
6.34892E+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012,Retrenchment/ Redundancy,,,,,,,,,,,,,,Strongly Agree,Agree,Agree,Not Applicable,Agree,Neutral,Agree,Agree,Agree,,,,,Agree,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,,,,No,,,,,,,,,,,,,No,Yes,Yes,Yes,,Female,56 or older,Permanent Part-time,Administration (AO),More than 20 years,2-Jan
6.34897E+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012,Retrenchment/ Redundancy,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Yes,,Yes,,-,-,-,Face to Face,-,-,-,-,-,No,No,No,No,No,Female,51-55,Permanent Full-time,Administration (AO),20-Nov,20-Nov
6.34897E+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012,Retrenchment/ Redundancy,,,,,,,,,,,,,,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Yes,No,Yes,No,-,-,-,-,-,Induction Manual,-,-,-,Yes,Yes,Yes,Yes,Yes,Male,51-55,Permanent Part-time,Technical Officer (TO),20-Nov,20-Nov
6.34897E+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012,Retrenchment/ Redundancy,,,,,,,,,,,,,,Neutral,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,No,,,,,,,,,,,,,No,Yes,Yes,No,No,Female,56 or older,Permanent Full-time,Administration (AO),More than 20 years,Less than 1 year
6.34898E+17,Tropical North Institute of TAFE,Delivery (teaching),2012,Contract Expired,,,,,,,,,,,,,,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Yes,No,Yes,No,-,-,-,Face to Face,-,-,-,-,-,No,No,No,No,No,Male,56 or older,Temporary Full-time,Operational (OO),2-Jan,2-Jan
6.34903E+17,Southern Queensland Institute of TAFE,Delivery (teaching),2013,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Yes,,,-,-,Induction Manual,-,On-line,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Male,41 – 45,Temporary Full-time,Teacher (including LVT),2-Jan,2-Jan
6.34904E+17,Tropical North Institute of TAFE,Delivery (teaching),2012,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Yes,,Yes,Yes,-,-,-,Face to Face,On-line,Induction Manual,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Male,51-55,Permanent Part-time,Teacher (including LVT),4-Mar,4-Mar
6.34904E+17,Central Queensland Institute of TAFE,Delivery (teaching),2012,Contract Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34907E+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012,Contract Expired,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Agree,Agree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Neutral,Yes,Yes,Yes,Yes,-,On-line,-,-,-,Induction Manual,-,-,Induction Manual,No,Yes,Yes,No,Yes,Female,36 – 40,Contract/casual,Administration (AO),Less than 1 year,Less than 1 year
6.34907E+17,Southern Queensland Institute of TAFE,Delivery (teaching),2012,Resignation,-,Career Move - Private Sector,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Career Move - Private Sector,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Strongly Disagree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,No,Yes,Yes,No,No,Female,51-55,Permanent Full-time,Teacher (including LVT),10-Jul,10-Jul
6.34908E+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012,Retrenchment/ Redundancy,,,,,,,,,,,,,,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Yes,Yes,Yes,No,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Male,56 or older,Permanent Full-time,Administration (AO),20-Nov,20-Nov
6.34908E+17,Southern Queensland Institute of TAFE,Delivery (teaching),2013,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Neutral,No,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Female,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34908E+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012,Retrenchment/ Redundancy,,,,,,,,,,,,,,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Female,46 – 50,Permanent Full-time,Administration (AO),20-Nov,20-Nov
6.34909E+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012,Resignation,-,Career Move - Private Sector,-,-,-,Contributing Factors. Dissatisfaction ,-,Interpersonal Conflict,-,-,-,-,Career Move - Private Sector,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Neutral,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Disagree,No,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Female,21 – 25,Contract/casual,Administration (AO),4-Mar,2-Jan
6.34909E+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013,Retirement,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Yes,No,Yes,No,-,-,-,Face to Face,-,-,-,-,-,Yes,Yes,Yes,Yes,No,Female,56 or older,Permanent Part-time,Administration (AO),More than 20 years,More than 20 years
6.34909E+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013,Transfer,-,-,-,-,-,-,-,-,-,-,Other,-,,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,36 – 40,Permanent Part-time,Administration (AO),10-Jul,4-Mar
6.34909E+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Male,56 or older,Permanent Part-time,Professional Officer (PO),20-Nov,20-Nov
6.34909E+17,Brisbane North Institute of TAFE,Delivery (teaching),2012,Resignation,-,-,Career Move - Self-employment,-,-,-,-,-,-,-,-,-,,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,46 – 50,Temporary Part-time,Workplace Training Officer,2-Jan,2-Jan
6.3491E+17,Southern Queensland Institute of TAFE,Delivery (teaching),2012,Retrenchment/ Redundancy,,,,,,,,,,,,,,Agree,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,,Disagree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,No,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,Female,56 or older,Permanent Full-time,Teacher (including LVT),20-Nov,20-Nov
6.3491E+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.3491E+17,Central Queensland Institute of TAFE,Delivery (teaching),2012,Retrenchment/ Redundancy,,,,,,,,,,,,,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Yes,No,No,Yes,-,-,-,-,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,56 or older,Permanent Part-time,Teacher (including LVT),20-Nov,20-Nov
6.34911E+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012,Retrenchment/ Redundancy,,,,,,,,,,,,,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Male,31 – 35,Temporary Full-time,Operational (OO),4-Mar,4-Mar
6.34913E+17,Central Queensland Institute of TAFE,Delivery (teaching),2012,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34915E+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2012,Retrenchment/ Redundancy,,,,,,,,,,,,,,Neutral,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,No,Yes,Yes,Female,56 or older,Permanent Full-time,Administration (AO),20-Nov,20-Nov
6.34916E+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2013,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Not Applicable,Not Applicable,Not Applicable,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,No,Yes,Yes,Yes,Yes,,,,,,
6.34933E+17,Southern Queensland Institute of TAFE,Delivery (teaching),2012,Resignation,-,Career Move - Private Sector,Career Move - Self-employment,-,-,-,-,-,-,-,-,-,Career Move - Self-employment,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,No,Yes,Yes,Yes,Yes,Male,36 – 40,Permanent Full-time,Teacher (including LVT),6-May,4-Mar
6.34933E+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Neutral,Yes,No,Yes,Yes,-,-,-,Face to Face,-,-,Face to Face,-,-,No,Yes,Yes,No,No,Female,46 – 50,Permanent Full-time,Administration (AO),10-Jul,10-Jul
6.34937E+17,Central Queensland Institute of TAFE,Delivery (teaching),2012,Contract Expired,,,,,,,,,,,,,,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,No,,,,,,,,,,,,,No,Yes,No,,No,Female,51-55,Permanent Part-time,Teacher (including LVT),Less than 1 year,Less than 1 year
6.34938E+17,Southern Queensland Institute of TAFE,Delivery (teaching),2013,Resignation,Career Move - Public Sector,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Dissatisfaction with %[Institute]Q25LBL%,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Neutral,Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Yes,Yes,Yes,Yes,Face to Face,-,Induction Manual,Face to Face,-,Induction Manual,Face to Face,-,-,Yes,Yes,Yes,Yes,No,,,,,,
6.34938E+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013,Resignation,-,-,-,Ill Health,-,-,-,-,-,-,Other,-,Ill Health,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,41 – 45,Contract/casual,Administration (AO),4-Mar,4-Mar
